ad_id,reporting_start,reporting_end,age,gender,interest1,interest2,interest3,Impressions,Clicks,Spend,total_conversion,approved_conversion,,Revenue,CTR,CPC,ROI
1121282,24-08-2017,24-08-2017,30-34,M,7,11,10,185823.00,25.00,? 38.55,4,1,,100,0.01%,? 1.54,159.40%
1121284,24-08-2017,24-08-2017,30-34,M,66,68,70,175631.00,23.00,? 40.76,1,0,,0,0.01%,? 1.77,-100.00%
1121285,24-08-2017,24-08-2017,30-34,M,66,68,70,37187.00,4.00,? 6.37,1,0,,0,0.01%,? 1.59,-100.00%
1121286,24-08-2017,24-08-2017,30-34,M,66,67,69,10991.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
1121287,24-08-2017,24-08-2017,30-34,M,66,69,69,344618.00,51.00,? 89.76,3,1,,100,0.01%,? 1.76,11.41%
1121289,24-08-2017,24-08-2017,35-39,M,10,14,13,98066.00,9.00,? 16.15,1,0,,0,0.01%,? 1.79,-100.00%
1121290,24-08-2017,24-08-2017,35-39,M,10,13,12,770749.00,100.00,? 189.13,13,3,,300,0.01%,? 1.89,58.62%
1121291,24-08-2017,24-08-2017,35-39,M,10,16,14,52553.00,5.00,? 8.53,1,0,,0,0.01%,? 1.71,-100.00%
1121292,23-08-2017,23-08-2017,35-39,M,10,15,16,362296.00,39.00,? 67.77,7,3,,300,0.01%,? 1.74,342.67%
1121293,23-08-2017,23-08-2017,35-39,M,10,16,13,427729.00,50.00,? 96.90,4,1,,100,0.01%,? 1.94,3.20%
1121296,23-08-2017,23-08-2017,35-39,M,15,17,19,180351.00,21.00,? 37.13,1,1,,100,0.01%,? 1.77,169.32%
1121297,23-08-2017,23-08-2017,35-39,M,15,16,16,187329.00,29.00,? 53.16,2,1,,100,0.02%,? 1.83,88.11%
1121300,23-08-2017,23-08-2017,35-39,M,15,16,17,782894.00,118.00,? 192.93,5,2,,200,0.02%,? 1.63,3.66%
1121302,23-08-2017,23-08-2017,35-39,M,16,17,22,1206533.00,128.00,? 236.12,17,6,,600,0.01%,? 1.84,154.11%
1121303,23-08-2017,23-08-2017,35-39,M,16,19,21,84494.00,7.00,? 12.57,2,0,,0,0.01%,? 1.80,-100.00%
1121304,23-08-2017,23-08-2017,35-39,M,16,17,20,94257.00,7.00,? 12.58,1,1,,100,0.01%,? 1.80,694.91%
1121309,23-08-2017,23-08-2017,35-39,M,18,24,20,131060.00,16.00,? 28.05,2,1,,100,0.01%,? 1.75,256.51%
1121310,23-08-2017,23-08-2017,35-39,M,18,21,19,341603.00,50.00,? 83.48,4,2,,200,0.01%,? 1.67,139.58%
1121311,30-08-2017,30-08-2017,35-39,M,18,20,24,140749.00,19.00,? 30.48,1,1,,100,0.01%,? 1.60,228.08%
1121312,30-08-2017,30-08-2017,35-39,M,18,19,21,102525.00,13.00,? 20.30,2,1,,100,0.01%,? 1.56,392.61%
1121316,28-08-2017,28-08-2017,35-39,M,19,23,23,447952.00,68.00,? 131.58,8,1,,100,0.02%,? 1.93,-24.00%
1121317,28-08-2017,28-08-2017,35-39,M,19,25,23,76355.00,9.00,? 14.63,2,0,,0,0.01%,? 1.63,-100.00%
1121319,28-08-2017,28-08-2017,35-39,M,20,26,26,256598.00,38.00,? 64.47,6,1,,100,0.01%,? 1.70,55.11%
1121321,28-08-2017,28-08-2017,35-39,M,20,21,21,127476.00,21.00,? 30.15,3,2,,200,0.02%,? 1.44,563.35%
1121322,28-08-2017,28-08-2017,35-39,M,20,22,24,237603.00,37.00,? 62.25,5,2,,200,0.02%,? 1.68,221.29%
1121327,28-08-2017,28-08-2017,35-39,M,21,22,22,271091.00,42.00,? 78.04,3,1,,100,0.02%,? 1.86,28.14%
1121330,28-08-2017,28-08-2017,35-39,M,21,23,22,21743.00,2.00,? 3.40,1,0,,0,0.01%,? 1.70,-100.00%
1121333,28-08-2017,28-08-2017,35-39,M,22,25,25,88970.00,10.00,? 14.83,2,0,,0,0.01%,? 1.48,-100.00%
1121334,28-08-2017,28-08-2017,35-39,M,22,24,26,108362.00,13.00,? 22.43,1,1,,100,0.01%,? 1.73,345.83%
1121335,28-08-2017,28-08-2017,35-39,M,22,25,23,188596.00,27.00,? 44.14,3,0,,0,0.01%,? 1.63,-100.00%
1121336,27-08-2017,27-08-2017,35-39,M,22,24,24,275080.00,43.00,? 69.66,4,3,,300,0.02%,? 1.62,330.66%
1121337,27-08-2017,27-08-2017,35-39,M,23,28,28,64647.00,10.00,? 16.27,1,0,,0,0.02%,? 1.63,-100.00%
1121338,27-08-2017,27-08-2017,35-39,M,23,27,24,31265.00,4.00,? 5.79,1,0,,0,0.01%,? 1.45,-100.00%
1121340,27-08-2017,27-08-2017,35-39,M,23,27,28,140147.00,24.00,? 42.08,2,0,,0,0.02%,? 1.75,-100.00%
1121341,27-08-2017,27-08-2017,35-39,M,23,26,27,223120.00,40.00,? 67.67,1,0,,0,0.02%,? 1.69,-100.00%
1121342,28-08-2017,28-08-2017,35-39,M,23,29,27,104869.00,18.00,? 34.07,1,0,,0,0.02%,? 1.89,-100.00%
1121344,28-08-2017,28-08-2017,35-39,M,24,27,27,165177.00,23.00,? 41.72,4,1,,100,0.01%,? 1.81,139.69%
1121345,27-08-2017,27-08-2017,35-39,M,24,29,29,84194.00,11.00,? 19.57,1,0,,0,0.01%,? 1.78,-100.00%
1121347,27-08-2017,27-08-2017,35-39,M,24,25,28,220581.00,31.00,? 57.37,1,1,,100,0.01%,? 1.85,74.31%
1121350,29-08-2017,29-08-2017,35-39,M,25,27,31,75804.00,10.00,? 17.37,2,1,,100,0.01%,? 1.74,475.71%
1121352,29-08-2017,29-08-2017,35-39,M,25,30,29,368986.00,59.00,? 100.29,0,0,,0,0.02%,? 1.70,-100.00%
1121353,30-08-2017,30-08-2017,35-39,M,25,30,27,28194.00,3.00,? 3.71,2,0,,0,0.01%,? 1.24,-100.00%
1121355,29-08-2017,29-08-2017,35-39,M,26,29,27,99961.00,14.00,? 23.21,1,0,,0,0.01%,? 1.66,-100.00%
1121359,29-08-2017,29-08-2017,35-39,M,26,28,27,7573.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
1121361,30-08-2017,30-08-2017,35-39,M,27,28,33,685781.00,103.00,? 177.89,10,1,,100,0.02%,? 1.73,-43.79%
1121364,30-08-2017,30-08-2017,35-39,M,27,30,28,274222.00,43.00,? 66.77,2,1,,100,0.02%,? 1.55,49.77%
1121365,30-08-2017,30-08-2017,35-39,M,27,33,31,110503.00,25.00,? 32.68,4,0,,0,0.02%,? 1.31,-100.00%
1121367,30-08-2017,30-08-2017,35-39,M,28,31,29,1447755.00,233.00,? 420.58,11,8,,800,0.02%,? 1.81,90.21%
1121368,30-08-2017,30-08-2017,35-39,M,28,33,31,358987.00,52.00,? 87.55,1,0,,0,0.01%,? 1.68,-100.00%
1121369,30-08-2017,30-08-2017,35-39,M,28,33,31,826205.00,125.00,? 232.37,5,1,,100,0.02%,? 1.86,-56.97%
1121370,29-08-2017,29-08-2017,35-39,M,28,33,32,550954.00,84.00,? 150.14,3,0,,0,0.02%,? 1.79,-100.00%
1121372,29-08-2017,29-08-2017,35-39,M,28,34,34,378350.00,55.00,? 96.48,4,0,,0,0.01%,? 1.75,-100.00%
1121373,29-08-2017,29-08-2017,35-39,M,29,32,33,492784.00,56.00,? 95.51,7,4,,400,0.01%,? 1.71,318.80%
1121374,29-08-2017,29-08-2017,35-39,M,29,34,35,327158.00,43.00,? 72.31,6,2,,200,0.01%,? 1.68,176.59%
1121375,29-08-2017,29-08-2017,35-39,M,29,31,35,9921.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
1121377,29-08-2017,29-08-2017,35-39,M,29,34,30,59390.00,5.00,? 9.21,5,3,,300,0.01%,? 1.84,3157.33%
1121378,29-08-2017,29-08-2017,35-39,M,29,33,33,1040330.00,147.00,? 254.25,13,2,,200,0.01%,? 1.73,-21.34%
1121379,29-08-2017,29-08-2017,35-39,M,30,31,35,49422.00,6.00,? 11.17,1,0,,0,0.01%,? 1.86,-100.00%
1121380,29-08-2017,29-08-2017,35-39,M,30,35,32,131091.00,18.00,? 34.23,3,1,,100,0.01%,? 1.90,192.14%
1121381,29-08-2017,29-08-2017,35-39,M,30,31,36,95691.00,15.00,? 25.26,1,1,,100,0.02%,? 1.68,295.88%
1121390,29-08-2017,29-08-2017,35-39,M,31,32,36,15513.00,1.00,? 1.29,1,0,,0,0.01%,? 1.29,-100.00%
1121391,20-08-2017,20-08-2017,35-39,M,32,33,33,382537.00,63.00,? 113.99,4,3,,300,0.02%,? 1.81,163.18%
1121394,20-08-2017,20-08-2017,35-39,M,32,37,33,461356.00,64.00,? 121.10,6,3,,300,0.01%,? 1.89,147.73%
1121395,23-08-2017,23-08-2017,35-39,M,32,38,34,392541.00,53.00,? 98.70,3,2,,200,0.01%,? 1.86,102.63%
1121398,23-08-2017,23-08-2017,35-39,M,36,39,38,35088.00,5.00,? 8.80,1,1,,100,0.01%,? 1.76,1036.36%
1121400,23-08-2017,23-08-2017,35-39,M,36,38,41,53933.00,6.00,? 9.93,3,1,,100,0.01%,? 1.65,907.05%
1121403,24-08-2017,24-08-2017,35-39,M,63,65,68,228861.00,33.00,? 53.39,4,2,,200,0.01%,? 1.62,274.60%
1121405,24-08-2017,24-08-2017,35-39,M,63,66,69,20959.00,2.00,? 3.77,1,1,,100,0.01%,? 1.88,2552.52%
1121410,24-08-2017,24-08-2017,35-39,M,64,68,70,24992.00,2.00,? 3.19,1,0,,0,0.01%,? 1.60,-100.00%
1121411,24-08-2017,24-08-2017,35-39,M,64,70,65,100351.00,15.00,? 24.18,2,1,,100,0.01%,? 1.61,313.56%
1121412,24-08-2017,24-08-2017,35-39,M,64,68,70,292448.00,43.00,? 76.90,2,1,,100,0.01%,? 1.79,30.04%
1121413,23-08-2017,23-08-2017,35-39,M,64,67,69,65060.00,7.00,? 14.52,1,1,,100,0.01%,? 2.07,588.71%
1121414,23-08-2017,23-08-2017,35-39,M,64,70,66,133316.00,21.00,? 36.17,2,0,,0,0.02%,? 1.72,-100.00%
1121415,23-08-2017,23-08-2017,35-39,M,65,66,71,113501.00,26.00,? 38.44,5,4,,400,0.02%,? 1.48,940.58%
1121418,23-08-2017,23-08-2017,35-39,M,65,71,70,192810.00,41.00,? 61.93,4,3,,300,0.02%,? 1.51,384.42%
1121421,21-08-2017,21-08-2017,35-39,M,2,8,6,233404.00,43.00,? 70.41,2,1,,100,0.02%,? 1.64,42.03%
1121422,23-08-2017,23-08-2017,35-39,M,2,7,7,128843.00,24.00,? 37.60,2,0,,0,0.02%,? 1.57,-100.00%
1121423,23-08-2017,23-08-2017,35-39,M,2,5,7,63564.00,12.00,? 20.59,2,0,,0,0.02%,? 1.72,-100.00%
1121425,23-08-2017,23-08-2017,35-39,M,2,8,7,85970.00,14.00,? 24.78,1,1,,100,0.02%,? 1.77,303.55%
1121428,23-08-2017,23-08-2017,35-39,M,7,9,13,131232.00,16.00,? 29.54,1,1,,100,0.01%,? 1.85,238.52%
1121429,23-08-2017,23-08-2017,35-39,M,7,13,9,152454.00,22.00,? 37.85,1,1,,100,0.01%,? 1.72,164.20%
1121430,23-08-2017,23-08-2017,35-39,M,7,10,9,28989.00,2.00,? 2.29,1,0,,0,0.01%,? 1.15,-100.00%
1121433,24-08-2017,24-08-2017,35-39,M,66,69,72,80248.00,15.00,? 24.19,1,1,,100,0.02%,? 1.61,313.39%
1121437,24-08-2017,24-08-2017,35-39,M,66,68,68,38580.00,5.00,? 8.52,1,0,,0,0.01%,? 1.70,-100.00%
1121439,25-08-2017,25-08-2017,40-44,M,10,11,15,621591.00,91.00,? 163.36,5,1,,100,0.01%,? 1.80,-38.79%
1121440,25-08-2017,25-08-2017,40-44,M,10,15,11,250499.00,36.00,? 58.14,3,1,,100,0.01%,? 1.62,72.00%
1121442,25-08-2017,25-08-2017,40-44,M,10,15,14,131637.00,18.00,? 29.31,2,1,,100,0.01%,? 1.63,241.18%
1121443,25-08-2017,25-08-2017,40-44,M,10,12,15,463813.00,69.00,? 116.34,4,2,,200,0.01%,? 1.69,71.91%
1121444,25-08-2017,25-08-2017,40-44,M,10,13,12,211767.00,35.00,? 60.90,5,1,,100,0.02%,? 1.74,64.20%
1121446,25-08-2017,25-08-2017,40-44,M,15,17,17,163181.00,26.00,? 40.02,1,1,,100,0.02%,? 1.54,149.88%
1121451,25-08-2017,25-08-2017,40-44,M,16,20,18,1117385.00,147.00,? 260.07,11,2,,200,0.01%,? 1.77,-23.10%
1121452,25-08-2017,25-08-2017,40-44,M,16,21,22,1663441.00,205.00,? 359.47,17,6,,600,0.01%,? 1.75,66.91%
1121453,25-08-2017,25-08-2017,40-44,M,16,18,17,455248.00,54.00,? 105.71,5,2,,200,0.01%,? 1.96,89.20%
1121454,25-08-2017,25-08-2017,40-44,M,16,22,20,75589.00,6.00,? 10.66,1,1,,100,0.01%,? 1.78,838.09%
1121455,24-08-2017,24-08-2017,40-44,M,16,21,22,594267.00,82.00,? 143.30,3,2,,200,0.01%,? 1.75,39.57%
1121456,24-08-2017,24-08-2017,40-44,M,16,22,22,315281.00,35.00,? 65.03,1,0,,0,0.01%,? 1.86,-100.00%
1121464,24-08-2017,24-08-2017,40-44,M,19,23,25,363456.00,71.00,? 117.56,7,1,,100,0.02%,? 1.66,-14.94%
1121466,24-08-2017,24-08-2017,40-44,M,19,23,25,438983.00,81.00,? 143.43,3,1,,100,0.02%,? 1.77,-30.28%
1121467,24-08-2017,24-08-2017,40-44,M,19,20,24,42563.00,5.00,? 9.66,1,1,,100,0.01%,? 1.93,935.20%
1121469,25-08-2017,25-08-2017,40-44,M,20,26,21,399035.00,75.00,? 124.80,7,3,,300,0.02%,? 1.66,140.38%
1121471,24-08-2017,24-08-2017,40-44,M,20,21,26,304680.00,59.00,? 98.55,3,0,,0,0.02%,? 1.67,-100.00%
1121472,24-08-2017,24-08-2017,40-44,M,20,21,25,140596.00,23.00,? 40.77,1,0,,0,0.02%,? 1.77,-100.00%
1121473,24-08-2017,24-08-2017,40-44,M,20,25,22,439986.00,80.00,? 134.88,4,3,,300,0.02%,? 1.69,122.42%
1121474,21-08-2017,21-08-2017,40-44,M,20,26,26,75803.00,11.00,? 19.36,2,2,,200,0.01%,? 1.76,933.06%
1121477,21-08-2017,21-08-2017,40-44,M,21,27,22,7073.00,0.00,? 0.00,1,0,,0,0.00%,? 0.00,0.00%
1121481,19-08-2017,19-08-2017,40-44,M,22,27,25,153586.00,28.00,? 43.01,2,0,,0,0.02%,? 1.54,-100.00%
1121482,19-08-2017,19-08-2017,40-44,M,22,24,24,180815.00,31.00,? 42.63,1,0,,0,0.02%,? 1.38,-100.00%
1121483,19-08-2017,19-08-2017,40-44,M,22,26,23,253169.00,51.00,? 75.79,1,0,,0,0.02%,? 1.49,-100.00%
1121484,19-08-2017,19-08-2017,40-44,M,22,28,27,34453.00,5.00,? 7.71,1,1,,100,0.01%,? 1.54,1197.02%
1121487,19-08-2017,19-08-2017,40-44,M,23,25,26,51550.00,8.00,? 14.04,1,0,,0,0.02%,? 1.75,-100.00%
1121489,19-08-2017,19-08-2017,40-44,M,23,28,24,110018.00,24.00,? 39.86,1,0,,0,0.02%,? 1.66,-100.00%
1121493,19-08-2017,19-08-2017,40-44,M,24,28,30,137584.00,21.00,? 36.78,1,0,,0,0.02%,? 1.75,-100.00%
1121497,19-08-2017,19-08-2017,40-44,M,24,25,27,209825.00,30.00,? 54.87,1,0,,0,0.01%,? 1.83,-100.00%
1121499,19-08-2017,19-08-2017,40-44,M,25,27,31,264222.00,63.00,? 87.79,1,1,,100,0.02%,? 1.39,13.91%
1121510,19-08-2017,19-08-2017,40-44,M,26,30,31,31202.00,5.00,? 6.73,1,0,,0,0.02%,? 1.35,-100.00%
1121511,18-08-2017,18-08-2017,40-44,M,27,29,32,252991.00,49.00,? 76.84,3,0,,0,0.02%,? 1.57,-100.00%
1121514,18-08-2017,18-08-2017,40-44,M,27,31,30,56265.00,9.00,? 15.54,1,0,,0,0.02%,? 1.73,-100.00%
1121523,18-08-2017,18-08-2017,40-44,M,29,32,34,76923.00,11.00,? 17.67,2,2,,200,0.01%,? 1.61,1031.86%
1121524,18-08-2017,18-08-2017,40-44,M,29,30,35,209332.00,30.00,? 49.60,3,1,,100,0.01%,? 1.65,101.61%
1121525,18-08-2017,18-08-2017,40-44,M,29,32,33,214094.00,31.00,? 53.27,1,0,,0,0.01%,? 1.72,-100.00%
1121526,19-08-2017,19-08-2017,40-44,M,29,35,32,526209.00,85.00,? 126.93,3,2,,200,0.02%,? 1.49,57.57%
1121527,19-08-2017,19-08-2017,40-44,M,29,35,35,741143.00,120.00,? 179.62,4,1,,100,0.02%,? 1.50,-44.33%
1121528,19-08-2017,19-08-2017,40-44,M,29,33,31,172827.00,25.00,? 38.42,2,0,,0,0.01%,? 1.54,-100.00%
1121530,19-08-2017,19-08-2017,40-44,M,30,36,33,188873.00,38.00,? 58.60,1,1,,100,0.02%,? 1.54,70.65%
1121532,19-08-2017,19-08-2017,40-44,M,30,35,32,123126.00,25.00,? 39.73,2,1,,100,0.02%,? 1.59,151.70%
1121535,20-08-2017,20-08-2017,40-44,M,31,33,32,77794.00,14.00,? 19.11,1,1,,100,0.02%,? 1.37,423.29%
1121541,21-08-2017,21-08-2017,40-44,M,32,33,37,56630.00,9.00,? 15.81,1,1,,100,0.02%,? 1.76,532.51%
1121544,21-08-2017,21-08-2017,40-44,M,32,33,36,400844.00,85.00,? 140.97,4,2,,200,0.02%,? 1.66,41.87%
1121545,20-08-2017,20-08-2017,40-44,M,32,33,35,208572.00,36.00,? 60.76,2,1,,100,0.02%,? 1.69,64.58%
1121548,21-08-2017,21-08-2017,40-44,M,36,38,37,59004.00,8.00,? 13.51,1,0,,0,0.01%,? 1.69,-100.00%
1121551,21-08-2017,21-08-2017,40-44,M,36,40,39,196253.00,32.00,? 55.10,1,0,,0,0.02%,? 1.72,-100.00%
1121554,21-08-2017,21-08-2017,40-44,M,63,64,66,51858.00,8.00,? 12.63,1,1,,100,0.02%,? 1.58,691.77%
1121557,21-08-2017,21-08-2017,40-44,M,63,68,64,280764.00,49.00,? 81.36,2,1,,100,0.02%,? 1.66,22.91%
1121561,21-08-2017,21-08-2017,40-44,M,64,69,70,63660.00,11.00,? 16.47,1,1,,100,0.02%,? 1.50,507.16%
1121562,20-08-2017,20-08-2017,40-44,M,64,65,67,109289.00,19.00,? 31.03,1,0,,0,0.02%,? 1.63,-100.00%
1121568,20-08-2017,20-08-2017,40-44,M,65,70,70,188440.00,40.00,? 60.73,2,1,,100,0.02%,? 1.52,64.66%
1121571,20-08-2017,20-08-2017,40-44,M,2,3,5,212496.00,44.00,? 74.83,2,1,,100,0.02%,? 1.70,33.64%
1121572,20-08-2017,20-08-2017,40-44,M,2,6,3,32574.00,5.00,? 7.48,1,0,,0,0.02%,? 1.50,-100.00%
1121575,20-08-2017,20-08-2017,40-44,M,2,4,5,128595.00,23.00,? 36.48,1,1,,100,0.02%,? 1.59,174.12%
1121577,20-08-2017,20-08-2017,40-44,M,7,9,11,242234.00,48.00,? 68.06,2,0,,0,0.02%,? 1.42,-100.00%
1121584,20-08-2017,20-08-2017,40-44,M,66,67,67,33154.00,5.00,? 7.88,1,1,,100,0.02%,? 1.58,1169.04%
1121585,20-08-2017,20-08-2017,40-44,M,66,72,68,9773.00,1.00,? 1.46,1,0,,0,0.01%,? 1.46,-100.00%
1121589,20-08-2017,20-08-2017,45-49,M,10,16,11,464036.00,77.00,? 123.55,3,1,,100,0.02%,? 1.60,-19.06%
1121590,20-08-2017,20-08-2017,45-49,M,10,16,15,478480.00,75.00,? 135.75,3,1,,100,0.02%,? 1.81,-26.34%
1121592,20-08-2017,20-08-2017,45-49,M,10,14,11,428812.00,66.00,? 116.88,4,2,,200,0.02%,? 1.77,71.12%
1121593,26-08-2017,26-08-2017,45-49,M,10,16,16,1177535.00,221.00,? 365.66,15,3,,300,0.02%,? 1.65,-17.96%
1121594,26-08-2017,26-08-2017,45-49,M,10,14,14,426500.00,72.00,? 128.28,4,1,,100,0.02%,? 1.78,-22.05%
1121597,30-08-2017,30-08-2017,45-50,M,15,21,19,54237.00,7.00,? 10.78,2,1,,100,0.01%,? 1.54,827.64%
1121598,30-08-2017,30-08-2017,45-51,M,15,19,18,506916.00,89.00,? 133.70,2,2,,200,0.02%,? 1.50,49.59%
1121599,30-08-2017,30-08-2017,45-52,M,15,17,18,250960.00,42.00,? 64.88,2,0,,0,0.02%,? 1.54,-100.00%
1121601,30-08-2017,30-08-2017,45-53,M,16,20,18,2286228.00,353.00,? 603.38,16,7,,700,0.02%,? 1.71,16.01%
1121602,30-08-2017,30-08-2017,45-54,M,16,21,20,915451.00,125.00,? 220.56,6,1,,100,0.01%,? 1.76,-54.66%
1121603,30-08-2017,30-08-2017,45-55,M,16,21,17,159478.00,20.00,? 33.90,3,1,,100,0.01%,? 1.69,194.99%
1121605,30-08-2017,30-08-2017,45-56,M,16,20,17,1228924.00,190.00,? 318.97,6,3,,300,0.02%,? 1.68,-5.95%
1121606,30-08-2017,30-08-2017,45-57,M,16,22,17,938283.00,134.00,? 248.64,7,2,,200,0.01%,? 1.86,-19.56%
1121607,30-08-2017,30-08-2017,45-58,M,18,24,23,154572.00,26.00,? 40.93,1,1,,100,0.02%,? 1.57,144.32%
1121609,30-08-2017,30-08-2017,45-59,M,18,19,19,378171.00,70.00,? 109.25,1,0,,0,0.02%,? 1.56,-100.00%
1121612,29-08-2017,29-08-2017,45-60,M,18,19,22,468749.00,84.00,? 134.12,6,1,,100,0.02%,? 1.60,-25.44%
1121613,29-08-2017,29-08-2017,45-61,M,19,25,25,309823.00,60.00,? 103.39,4,4,,400,0.02%,? 1.72,286.88%
1121615,29-08-2017,29-08-2017,45-62,M,19,21,25,327227.00,65.00,? 116.56,5,0,,0,0.02%,? 1.79,-100.00%
1121616,29-08-2017,29-08-2017,45-63,M,19,23,24,334945.00,72.00,? 120.30,2,1,,100,0.02%,? 1.67,-16.87%
1121617,29-08-2017,29-08-2017,45-64,M,19,23,22,68859.00,15.00,? 25.46,1,0,,0,0.02%,? 1.70,-100.00%
1121619,30-08-2017,30-08-2017,45-65,M,20,22,26,127125.00,20.00,? 35.68,2,0,,0,0.02%,? 1.78,-100.00%
1121620,30-08-2017,30-08-2017,45-66,M,20,21,24,415798.00,80.00,? 131.78,3,1,,100,0.02%,? 1.65,-24.12%
1121622,30-08-2017,30-08-2017,45-67,M,20,22,23,107671.00,20.00,? 29.91,1,1,,100,0.02%,? 1.50,234.34%
1121623,29-08-2017,29-08-2017,45-68,M,20,24,22,164356.00,28.00,? 46.79,2,1,,100,0.02%,? 1.67,113.72%
1121624,30-08-2017,30-08-2017,45-69,M,20,26,25,17662.00,2.00,? 3.19,1,0,,0,0.01%,? 1.59,-100.00%
1121627,30-08-2017,30-08-2017,45-70,M,21,27,27,65339.00,10.00,? 16.68,2,0,,0,0.02%,? 1.67,-100.00%
1121628,19-08-2017,19-08-2017,45-71,M,21,25,22,59838.00,7.00,? 11.11,1,0,,0,0.01%,? 1.59,-100.00%
1121629,19-08-2017,19-08-2017,45-72,M,21,24,23,381577.00,81.00,? 127.57,2,0,,0,0.02%,? 1.57,-100.00%
1121635,19-08-2017,19-08-2017,45-73,M,22,24,27,45491.00,8.00,? 11.01,1,0,,0,0.02%,? 1.38,-100.00%
1121638,19-08-2017,19-08-2017,45-74,M,23,28,29,18946.00,2.00,? 3.60,1,0,,0,0.01%,? 1.80,-100.00%
1121641,19-08-2017,19-08-2017,45-75,M,23,29,29,114370.00,18.00,? 33.66,1,0,,0,0.02%,? 1.87,-100.00%
1121642,19-08-2017,19-08-2017,45-76,M,23,26,29,99698.00,21.00,? 33.35,1,0,,0,0.02%,? 1.59,-100.00%
1121644,19-08-2017,19-08-2017,45-77,M,24,26,25,355165.00,81.00,? 128.61,4,3,,300,0.02%,? 1.59,133.26%
1121650,19-08-2017,19-08-2017,45-78,M,25,26,29,101431.00,23.00,? 33.93,1,1,,100,0.02%,? 1.48,194.72%
1121652,18-08-2017,18-08-2017,45-79,M,25,30,29,123151.00,24.00,? 36.44,2,1,,100,0.02%,? 1.52,174.42%
1121660,18-08-2017,18-08-2017,45-80,M,26,30,29,24078.00,4.00,? 5.77,1,0,,0,0.02%,? 1.44,-100.00%
1121661,18-08-2017,18-08-2017,45-81,M,27,33,30,517801.00,105.00,? 181.72,3,0,,0,0.02%,? 1.73,-100.00%
1121662,18-08-2017,18-08-2017,45-82,M,27,28,32,145104.00,25.00,? 41.42,2,1,,100,0.02%,? 1.66,141.43%
1121664,18-08-2017,18-08-2017,45-83,M,27,31,28,179950.00,35.00,? 58.68,1,0,,0,0.02%,? 1.68,-100.00%
1121665,18-08-2017,18-08-2017,45-84,M,27,31,31,258531.00,46.00,? 80.34,2,0,,0,0.02%,? 1.75,-100.00%
1121666,18-08-2017,18-08-2017,45-85,M,27,31,29,272500.00,62.00,? 104.46,3,0,,0,0.02%,? 1.68,-100.00%
1121667,18-08-2017,18-08-2017,45-86,M,28,31,32,273197.00,57.00,? 87.73,3,0,,0,0.02%,? 1.54,-100.00%
1121668,18-08-2017,18-08-2017,45-87,M,28,30,34,775904.00,172.00,? 253.99,4,2,,200,0.02%,? 1.48,-21.26%
1121669,18-08-2017,18-08-2017,45-88,M,28,33,33,120251.00,26.00,? 39.44,1,0,,0,0.02%,? 1.52,-100.00%
1121671,18-08-2017,18-08-2017,45-89,M,28,29,32,139406.00,24.00,? 39.05,1,0,,0,0.02%,? 1.63,-100.00%
1121672,29-08-2017,29-08-2017,45-90,M,28,32,31,60314.00,11.00,? 16.94,2,1,,100,0.02%,? 1.54,490.32%
1121673,29-08-2017,29-08-2017,45-91,M,29,34,30,563074.00,86.00,? 142.71,4,2,,200,0.02%,? 1.66,40.14%
1121674,27-08-2017,27-08-2017,45-92,M,29,30,30,168655.00,18.00,? 27.30,2,0,,0,0.01%,? 1.52,-100.00%
1121675,27-08-2017,27-08-2017,45-93,M,29,34,31,111963.00,17.00,? 29.38,2,1,,100,0.02%,? 1.73,240.37%
1121676,27-08-2017,27-08-2017,45-94,M,29,32,30,1026304.00,168.00,? 277.58,17,8,,800,0.02%,? 1.65,188.21%
1121677,27-08-2017,27-08-2017,45-95,M,29,35,34,1391924.00,258.00,? 422.84,17,10,,1000,0.02%,? 1.64,136.50%
1121678,27-08-2017,27-08-2017,45-96,M,29,33,33,147551.00,22.00,? 38.50,1,0,,0,0.01%,? 1.75,-100.00%
1121685,27-08-2017,27-08-2017,45-97,M,31,36,36,66794.00,9.00,? 17.33,1,1,,100,0.01%,? 1.93,477.03%
1121687,27-08-2017,27-08-2017,45-98,M,31,37,36,118882.00,19.00,? 32.31,2,1,,100,0.02%,? 1.70,209.50%
1121689,27-08-2017,27-08-2017,45-99,M,31,37,35,148010.00,24.00,? 41.97,1,0,,0,0.02%,? 1.75,-100.00%
1121691,26-08-2017,26-08-2017,45-100,M,32,34,33,932890.00,197.00,? 352.45,3,1,,100,0.02%,? 1.79,-71.63%
1121692,26-08-2017,26-08-2017,45-101,M,32,34,37,718359.00,147.00,? 264.59,4,1,,100,0.02%,? 1.80,-62.21%
1121693,26-08-2017,26-08-2017,45-102,M,32,35,35,433658.00,82.00,? 158.60,5,2,,200,0.02%,? 1.93,26.10%
1121695,26-08-2017,26-08-2017,45-103,M,32,34,38,29455.00,3.00,? 4.77,1,0,,0,0.01%,? 1.59,-100.00%
1121701,26-08-2017,26-08-2017,45-104,M,36,38,38,23973.00,3.00,? 4.82,1,1,,100,0.01%,? 1.61,1974.69%
1121705,26-08-2017,26-08-2017,45-105,M,63,68,67,126480.00,25.00,? 37.26,1,1,,100,0.02%,? 1.49,168.38%
